uuid;customer_id;type;summ;created_date
3b02e31bf1b073557cf4b26c8c10b06ab7b6fa5b07b7b5a74a117f53fee92136;719;Property;65729;2001-02-25
72cb179c02e55826cc39c5bc7cd72c463ddbd80f2d9b1e0a5f047666b048ce93;5780;Automotive;74277;2004-01-14
c475919d85ad90a25064f7fd608668a55e5876bbc057845578a585c879817317;3166;Property;545082;2003-04-21
b299bb06cab06f4c5adaa6710f316eb85aec1d56be7a9a64be56637a046f9ff4;4685;Property;209976;2004-10-01
d673997a488cfb2ba80f95745622b5d78a6d5c20cd7ffcc08af73cd65bd9f577;3888;Health;493640;2017-04-15
54baa00584f7e8b2e84a02e78d0f0cb1862c7596bd5fe24e7b030b1ffdb7fd60;6773;Property;646157;2005-07-24
c5d835c75705964c0e18ca43c9467e0f155a6f402d2523cf4a5fab9c9dfb9b07;5884;Health;631806;2011-09-14
e45a7701d5a7ce3db822c532275b07c0c74f938900e02f1a4c5dcdd6bfb0e5b4;8409;Life;737139;2000-11-11
082fcdeb70a910a53b97d76dd797194719bb96bc308caab479bc19decdc2ff15;9552;Health;930976;2016-03-16
590e34a808ec8a99c024d4640d39d73068162d3f184a0e18b64dafe69966c275;7111;Life;439439;2016-12-18
c6f79e5aea3c2c52f390d426864685cc8bf8937715b9a7bd88f9992462341b47;7062;Life;442479;2004-09-28
e348409790e242eb4c69d343f7047abafa57e96d6c5367bc526747cf4f0793b0;6047;Life;328915;2011-01-21
f44917aacf794e17c9aaf22043ad708db3247e8d574e15ad67f29adc6b54f80e;7582;Health;205284;2007-11-21
1361ca1b943af0731785637fab74dc38494b9cd16ce24531a53b778283a8c5e7;8646;Health;427715;2002-11-18
a7e9c2dec1a38b2a980c0f8765ff79bf42664b45bb962304890f401aa278a335;5571;Health;183759;2016-02-02
44beb194c0097395c2557fd584ad2fa0deb54cc77a686c87b0f3f0e6ff6d2749;9645;Health;163821;2019-01-27
8c8952fe326921d3973a42029c93e47c8bb740c7e97b1f9368c97fd41a47eef3;5540;Health;59255;2012-02-08
c31d9f55944c3d661428c5de0ab6f82463d00d7736af6dc2edd1be42f6112d6d;495;Property;357623;2021-08-10
669d910c6c0b1dcc2702a54ed15a8540c23a3ec635cc56305c80a26241221cfd;9298;Property;241673;2014-06-22
14a00cbe0ff39f22fa93e781acb129d39bc2e98abb14641938337803f8784ca7;2013;Property;825442;2006-08-20
18ac8ad0d73c53556701e1a0a7b5f30a294ade1cb2b889e3c51ab5d74ec1b523;6677;Automotive;548712;2017-11-02
1c1dea2d69e22f51c7366c8092caff58828e8fecf6bc6c73dc5959b6f4239e32;2064;Life;350474;2009-12-01
13191dd5bddc04806ff007fe4e0bce8a8dc71c0e5077f647f663b9dd6610f913;6661;Life;580225;2007-05-05
fca512cf9a924d96fa208d4c7067266035cfa3dfa57a6d6a15f311e2d48c17b3;4988;Property;757382;2009-01-12
970c06c4dfa0e7d06e3284a85fbc1b6fe59a611dca68d081419b1749e25d65f4;3248;Health;838415;2003-04-11
b0df0b09cabbd36bd1d758fee18ac6b73d4958553d0b1f749583bca5391df207;2300;Automotive;657144;2023-06-07
f1f3345f7eb9c7ec6bd63d1bcb1ffa3c3d500e1c75992d99b301bf5888ab1df8;5333;Property;417095;2010-04-12
ad7c5864e943422ef1ce3c1167dca9d1c23a9f3aef826562bf6e5f787733cf36;5616;Automotive;34454;2014-11-05
a459036e1da7720da21dd4443dd42a7ea1fd8159d0133d1b04d8c5d15d322611;355;Life;599145;2021-12-12
5f98ee88b9cc22f00df5bcc7d52da1972257b0f998af7ae997ab9671e67b0f49;4597;Automotive;398604;2004-04-12
9f1dc95c94f5f1eed790e34dd342982ec856e39ec3836dbe1135d4ca8fc283fc;2515;Health;427197;2022-06-24
7b888ea17d166e681dde501651c39cb73d5f53f79063825e572c0861f38bde8c;7000;Property;859096;2011-12-27
4e9d2d587964535c00e81c20b74ad06deddf91807efe6dd635b68c67e31ff335;7623;Life;842701;2017-10-20
291ff3fb0c69f8a87fcf8e0f409676f3322505535243f85a010a358f104f012f;5935;Property;735757;2004-01-15
30edbee3da32b05fdfc8a4af1c8cb5f2d86ebed025b12fb461e29b9760fa30ba;2570;Life;25853;2014-09-23
8e8309ff9e2e23119c059ec592300dc69204546f1754f4b199ad8d978e2d541a;2861;Automotive;260696;2010-09-18
56d2c2cc154b16bbdf897aa65313a5d1f831681b01d23327a88b719d5751a099;8372;Life;143581;2006-12-06
adac6af2537f04750f3862f34185a9aa83ff83b18a1d3d7bd83036b059c0fdbb;8256;Automotive;151569;2005-03-03
8ee6eaa951655d1903e2c5a9ab3e75ceb2f8ed5a8b9c0667c0ac4f49c4b188e7;5452;Automotive;694191;2010-08-25
7419316fabfcb88f68016c26fffccc21ef5a3fe8c3a5519961ee3ff2759dc393;9676;Automotive;311968;2005-01-11
3d481523da366058e269bf1025d041a6aa9c5ddfb7b8e5491590f0329c537849;8888;Automotive;850736;2003-12-06
4b742cbd40c02b972aaf9a91a0a55edcbec457c736e48af089f1261fda2c8e57;4164;Property;81247;2011-02-21
15c098f2ab79f733161ccbcf896d871b45f8d350809b2dde49d0f91def4566ad;6835;Health;387366;2018-08-14
879665de30836ab48e70df8ac91e1e9ddcddd8ccf06c2ce59366e448d86da743;6221;Health;437871;2006-04-09
780147b7f175d104d3fb8e1c7151be1caebeb1a702645c796bb1a4776b2b8fc8;2631;Health;472384;2010-01-07
b906875f2f14d937c99b3ed8c04577325582bb03e32af3b7846fc6e97bd0a6b2;8355;Health;355032;2020-04-23
2457b7642405ed020f1d330cecf31e355be0369959dd9c56651f9c01eee0ed60;4803;Life;221102;2017-12-19
e0d79d9e9c8748458d0247f25894d5a45bc271b421227ab42b4f6c9f6fb12998;5962;Health;842885;2017-07-10
5b640964a15908a3c9fb40d5df3163b3a05523c8884d002f06b09ee3d6cd9046;9911;Property;471354;2021-08-13
b09c56ee5022722596329e7d53b67be634ae40e5f7cd039df54a0c2e0cfcd255;5250;Property;371182;2007-08-01
18771516b67af6de5b196b5f9908c6dee051d1066a850813aa40a0d5ed820b1a;5098;Property;786510;2015-10-05
cea4cad4d69b54760bc72100e2523b58fffffc5636d70aada1f2cadc9824b4fa;1391;Automotive;100128;2003-02-17
84055f84da209f4889270f812bdbeda991d298143e4d16f0702650e655cbf1d1;3490;Life;992140;2011-02-13
2c1a8371274a7f205b8f63c622a9c2de3c59b6ebd6457681ea7a2a3f7a11ff57;5341;Life;914143;2001-10-01
a54ab9fd4aced1e30128b65a0f10f3bbaab7f323dfd34d5140fb70a37c2f93d3;6101;Life;8639;2020-05-06
bd01cfdd1b8b2bfb3e989502144368b37096f4c8fa249bdcc9d8b1a9d693e66c;2806;Property;55897;2010-01-03
7ab42d6f25a73273ff2b38b9ea97bddd6458dfeb5d59cbb6462ce6eecd238a36;637;Property;407327;2011-11-26
6fe1cdec5d98c04042af58947323ca46184df23dcf207947048adea4cc76c2d2;4771;Life;912946;2022-11-04
149fecd85cd68cde4780cf1f28d0872f4d06b1f5e1fd386a8c1a828aa117d641;4656;Property;259831;2005-11-14
214944167bcc325a70e3ab108f0833e6b683705894e74f68dc5f442008d73ee4;6156;Health;447896;2017-04-23
36fd7799152e1d7215e7a98248f06a20ee19152fa105e43327fa95764c8b45af;9372;Property;326293;2003-03-20
d30850a126cfa305190bfb8b6ae666dfbada7f7c0f67ec5e96fa38d77618d0b9;8411;Life;643037;2012-08-18
3de2fc15e87e30dfb71875819198453b5c6f0dc4868475ac18296b7fe68b556d;516;Property;393683;2023-07-15
1a374d9acae4b6bb2751a5eb661298656e2da852ddf9d9ff52be0884e7d7374c;4326;Life;159277;2021-12-01
8383510dc4ffccf31f97251c8cce74a7774cfba1d65d5f81925841ea857a33fb;4805;Property;670317;2005-05-12
df7ed7a6cf87209f5eaec28d37d23ade282bd1fbcfac6ee89fde71897b99e6ca;2263;Automotive;97343;2013-09-01
6f0ee2059d63ec91f84f6de8d71ae08224037246d72b87b7f3953ba2d4122432;4787;Automotive;689132;2012-10-27
7f49f72301def29ae0fc02d644112d8f9ec5d30dcfdb2ec4caabdeb292d6f544;1442;Automotive;88911;2005-08-09
bbb8dfbcf959f606357ed197ceabd5427fb0d37230d35b2fbc04e2c6dbf799e0;7506;Health;961037;2019-09-01
dce5fa631e826746b1455f977ba6b8b0683735dca1527dcfd947516849866dc7;615;Health;507741;2005-08-23
c0c93a07f0c5e8797870e102737346ee249c3d818b35ef79efbfc41250c2191a;8574;Health;619497;2019-10-07
ebfc41bd97f0335f97530b2e5ef183a827bcb7ef3dc165006ce1b4636f071b19;693;Life;720433;2017-09-14
a4d73d27cd3739402c13397d5a97f5e574310b9e6a5b46c4adffefd881398c8f;4068;Automotive;25088;2006-12-28
c959815b0ee2662af5fdeecef8a1c0c4cd6731ab676128ec2267d7bf3ff8413d;7739;Automotive;944422;2023-05-03
18a1431080ca5f8ac9aa45821976399dcc963002d94a90f52a7651e079075291;4616;Health;885735;2004-03-23
1d64e6c997f52f41abfa0b3f5bbc4fa9e4583e02d7c457fd1a3e09b6a55c1ba9;1950;Life;294675;2000-12-10
ca27e37ff437f00fc62d731d7edb3a9e25f6ffebbc5e2177fac686fcce3f032e;655;Life;233421;2020-09-08
216416d506b89edbfd495606deaef2577d0e57ecffba0778c0969ba189da58a9;3568;Automotive;908361;2017-06-15
a5eb9175e42bcc0e9aede0e680e710762e5b3e66e837476d163a5bc0a559cf39;5369;Automotive;376670;2016-07-25
d2e379fb76196747a4df4afb16849112a9861813a88f71001fddf1b5c838be6f;6889;Life;996365;2010-11-27
3374fb7e40a497664e16bd5fe54b3492289829ffd76588c5a2e0f44999ff4c90;7870;Automotive;535282;2016-02-06
c403c1d4d4c7c91a9ac9962d9baf960d9c601989309f798716167e7d1d407eaa;6821;Property;941617;2012-07-19
5caf114e2a88fcb10dda812af905ba70933b42879a6021687719cb7c5a3658c9;5617;Automotive;467936;2019-03-18
44505ac590d189aceff22fdf17555a98e2c2a93fc5e4ed9ed81d50cd414edad8;2273;Health;833583;2019-12-14
8818bbf4b35c24aa3cf7bec17dbe978fb1cac31272776a9220e5a2547d077efe;719;Health;448536;2010-01-24
05ce5451d8e3a04722dc142ac7ff886ab3c026e93b1caf3e24ddafb40f5013c9;7791;Property;74411;2017-06-11
14c9c8299a3a7ddc6217b3e84396d80592d577b8f8312aee15e71d9425642a39;5059;Health;838410;2017-08-03
b7fd6979d8762525779535e7cf9a1455faba3749b35e7e157feeb5c966a5921e;325;Property;671948;2003-08-10
ff6eaf0221cc53a6f457e37f464baa912bbd84fe8b64124fba3891dcd990b0aa;157;Automotive;252686;2007-06-07
75e150d4e2962975dfc8bb37f6600ce4ef2dd27cad3896395ec1d6b31fece1d9;6736;Automotive;584181;2011-07-23
8986deb09767d5278d8e887e9b79f4612b69ce39a8509378e4334f774ef05f28;6563;Property;992923;2008-03-11
21208aaf5476d23c7e0f6e1ae0c05ebc78d9eb3a96d99913181df3e471dff6bb;5358;Property;117883;2012-07-20
5bc1647c1e1ae1e538b2cc57dafe729ee30dd35e9470e6fe8f01c679d74e19b7;7549;Automotive;310692;2018-12-23
4ca14b091defcd0a3e5384eb448a24ce4df5c74904f4fe8dd867ea9fc05114d7;5538;Property;222095;2016-10-20
5c24f47f1d2f21ad38e723c1c3b37685d112f6957512207a361ccc11830aa528;8991;Health;32973;2012-07-20
f8978299b360208973e2027de84dc625d66794c56251a15b5d3b594707cd31fe;4748;Health;846736;2011-11-09
6f25e335205c10d3bae2beaaf24f832cec3946412def5e8a82825621a3e740c2;2391;Automotive;43866;2003-03-03
90fbdd92c6250595304142ab08b0bfcb3c829019255294db358aa65563ec5aa6;4027;Health;906035;2017-01-07
82264097e6342454c3d739756753529bdffb6c347a3cda17563cd429015b197c;186;Life;205700;2005-01-19
1a25e804ec857e365015493970fc4a725594efa20c26041a27fdc7cb0e2a7760;7175;Property;974869;2001-11-25
ed50fbd942791e8c2fc681ea4e7b7676e0f15d78b1cc6df1f5ca09f8e7908d19;8893;Health;446831;2022-03-26
e922d94cff54a26bc2c8b4ce1efd170408881d09a9b29fa86c1c43f9c3ca93f0;7924;Automotive;587203;2004-10-09
4ce0c05654e9fdb1e0f11df0164b35b8f94f4c4473591bd99d602d4f03dd5c0c;4047;Property;386280;2003-11-09
eb7a784a8e89c78fbe0d898c03c2f252f02214a2c68ede2e2ba0e8cff6ff4267;4168;Automotive;184087;2021-04-13
dad36d10de47c344a0bdcb3d3a13824ae0236919cfd845620b44b3927070c89b;1207;Automotive;491003;2003-10-06
1eb768a677b22fb9c04a475fb43612f5dbffff06214f51f9aa9cfb496c3ab624;6167;Property;832932;2021-06-06
07b43aa467cbcb6407b856f02f03aefbe3a89035e8f154e05e7e478d49ca746b;183;Health;843281;2009-03-21
32975a278d2d27e610f393ea65aa906b603faa675a5c61363b201f0c1b58877d;7643;Life;197456;2021-09-03
a59833a1e7556d6657f8c936e0a10b776ed9c2f0a185ab5d11d0f8c43aac6a9d;3664;Life;373757;2021-01-26
af9d25e93b579eceace3b71eb45e22d1e10d9f4774d9a3f727f695afdc5be225;4558;Health;776257;2000-12-18
656fec356cad158f91efcdf9f6cab261ec494ad6804c30ce4ec5f97ecc5a2af9;8164;Automotive;333874;2016-02-25
6ceda5b1a4c4c67d3c078323df47eb33fab9e2123d37ce1cbd111192be7b6334;8224;Life;314321;2006-06-11
b8fbb8b4f0d6a18c65db714f0e35cb484acc5db297625fcd1a2e0abaf16ef675;1894;Health;764643;2009-06-13
fc1fa4685a78768b7d5ca779c9216294db846f6e02c54998bdbecd0678bd26b9;2449;Automotive;41061;2020-04-24
5fb6735403a88d263d3787c252651d908e0b0e34aa611b465803f1092837de21;509;Life;496072;2010-02-12
ec118ef2655e9c0b75483cb41a5dc3eeb2343a397354031ef7cdc72de9d6916d;7093;Automotive;255251;2021-04-20
cb998b1714289b4f13e2bfd88945b952239355a8d9b5bd7164130b41e0a717f1;5942;Automotive;370746;2017-01-08
30e98693068de0f52b6209831f9142bf7987dd3dfaab172c6c7d348c37422971;4288;Property;636498;2017-03-04
0d69afd8a064d3e9ec5bc3da602738d43e1317f9c979022bded6f77b9541cdbf;8676;Automotive;987839;2019-12-25
d58c853cdbf6b30d449a150517bc8b417b7f81a7a02a34de9747e788140e6674;6144;Life;981637;2001-05-13
cff57c77c9675dad68401cbe567923a5bb9d4fa88f7c100d1536e704b855a51e;7529;Health;679332;2016-11-06
b46a2d41c6b56f691e278a8f6c2de8e25cf80007b198c537b3ccec80db0c3119;4212;Health;317461;2008-03-04
e02d3bfcf06fcef496c8c349484aca9e0f6511661451e412f6e9b615aad7f8de;6777;Health;680811;2015-08-28
c395f7b1539a1202e97311d3014415e299b8e77dafb719c508f94fad69853dca;2180;Life;530098;2003-10-25
6e77fb9461b6109fbf75337d2ffd1186695f9dcbe51282512ffc13f68c4984b4;5712;Life;486079;2022-09-23
292edef743693f315b2ee2b870bbcf0f069d13de5012f6322adddeec009b00e3;8906;Property;657080;2018-12-11
5ffc66e17d741b154a41920d36e14f9e75cd4e874c304e5f125a0cc332dddf16;4386;Property;114509;2015-10-13
cc01c98a90831a564dfd87be9343adce05ad2fab362c454b84586caae5e991d4;9252;Automotive;978686;2011-06-22
e3794dd93e5ce60ad611d7c36b75da1095b3dd7bc05e6b4f7a33128340ab05a9;5416;Property;693209;2012-08-06
9a2b20bd308ea9e90250b1b3b2ea47026d28668a4cb8de0164f0fe7867540409;1440;Automotive;165298;2013-01-05
7e7b922f83cf58237a0443756227448f2ce016285a5bc12643420e169f15d83e;9045;Property;130981;2010-12-16
59cf690133df85bee77230453b0c6920a40e6200abb9ae6288ad61974401ff34;6591;Property;465120;2019-03-25
16f8dd5fee98ceaf5b36d8c87025137447d1fcc8fa40f6795e3a4cd46f1c2a51;7500;Automotive;33730;2004-11-06
7c713daa4ffa0fd82fe85bcc8ae072049197cd754291d46e0008744111542b20;6743;Automotive;252497;2004-09-25
a03c65f9a1956218829b249a8f202f35dad66a3d95130ac209ac70d4e0d04dc1;8241;Automotive;2905;2019-01-15
56fc9105b4e0908488115de295ae1e314b10a48765053bce461d287d6de1f622;8902;Life;78291;2000-07-25
a0caeb490e8bc7d1c0e188123f270024e127ea1e22f38c32fdbf63420aacb575;8039;Property;615347;2008-07-17
88d4eb1ccfca5ae29dc517c8229c9b3df6ea2c07c5ba11d3c41da2666151ba3d;338;Life;741665;2004-09-04
5dd799fc83f8c0ee30195be1c399d5b72e49c45e4a33aaa83831af56f3eb76a8;139;Health;387779;2004-09-17
ad98a406181e46a921bf076483cc5c59a70b417c298d6920312f75ac919fdcc4;5877;Automotive;804860;2022-09-27
3e409e4a9e0ff1ba46fa31874550c07858d7119ab836b6fd23c288e73fd9c254;1275;Property;974872;2016-04-06
92b8268285a8a973785ee39a9a3f224e3ff2ab706c5c376f08a00549b466eeff;7336;Automotive;40098;2016-03-27
69c3391a812172080ecff5eb441fd03d0a3ce02935dafc0bc3c349aaf5c97459;2885;Automotive;387611;2014-05-10
45ba8e77b05281012b14f440bdb21ec553ba4fe470fa87fba6e661efdf0d0203;9183;Automotive;991359;2006-08-08
379e045f09a5a850e00819818e01c9e74a94e321cba43b160bed3f57ca87beff;5977;Automotive;537205;2008-08-15
5c2720cbb4fce9420d7d1155d45f2192a039ead42e6f9f7c345a8d441425037e;5798;Property;708905;2020-11-24
a0b85f99ecfe2b24aa008423232059b96870724d0394517d40991ac5bd5e7906;8644;Automotive;9851;2016-07-28
7c5015bc621a3ec3b68a535c29bcd00506523bfee500a1c373b2eea1b0cecc27;4527;Health;428225;2016-02-08
d9ee3fb378905c872b45891e5aac6ed6200db0423af5efe9a49ba2b38130a744;9323;Property;924311;2006-06-18
d83a88b96afb657f42860a9bc18abe7623e29ee72d0206170720bb3b98dc1c72;8636;Property;270942;2018-08-06
c2babb6e3df22912b45bc1eb3abe3f6b48c6053d737cd649253ffecb4cb64f93;2196;Life;692278;2000-05-10
925b15421f1a8b99670eb32325746222ebe04897a1ea28c1e5d1af3299608d70;4466;Automotive;795236;2021-01-25
9b4720c4aa91d42fa1b77aa0b5e2b98c3815fefbb7ba9fd90b5bd56979f056a0;9454;Automotive;742252;2007-12-27
2dee7bb18861b4282a40c4b646279f3eb28dc449f175d5858f99da81fb208968;2663;Property;248612;2008-03-21
8d56a6bb134ed96d2e844616ffc7c1bc0baaca8a364209bc367fde26214a9700;522;Life;499575;2010-09-13
44164525a09d8b990dbf1960662beaf64726783ea388f5a68451efef9503944a;5954;Property;355812;2000-02-10
a55fa7dabefa31dfdc0e4e8f693ed2d9251a20e83dcec901791fe3b5dfbc721d;6930;Life;182026;2005-04-27
d65d27b46eed6755e1cc36b6c42c1c9d4b5be4f2fd638bc19f2fbcd129d6ec52;8790;Life;242152;2006-08-21
1b918bd27b77368a41a567d529f4dbced24f8f36a728d24f38db37faf0511d4e;2147;Property;173814;2019-01-17
b96e9609d61b6fa9b71cfc3817e21bd5839545ebc8e925f388f5b7be29af8e2f;4085;Life;941927;2001-04-06
0ec21be3d453596e90f6f2270f651d1b57e3a37ccbcaa064335ff8cff9a8b425;2638;Property;120116;2020-05-02
fd6d220b9bf960b434ea6d6de6308b652ac08970dbbcc6b59bbbec0f1506a945;5661;Life;81654;2005-07-06
41873b7373835bf2ca63f0446cfa137cd45c3001a9c80ac9a80a79cc3d7ddf25;2099;Life;320139;2020-01-07
ab9a8e96dced1b4104b0860cc798da45a11bd71e4915c435dc8e11f58bd430f3;4788;Property;788838;2016-09-07
e22e16878d034610ea0da54cfdaebe7e55e1fd75e109760e5d3d65f3d0df1288;1228;Life;899292;2006-05-21
bf285bd1fc9ff1658cf47a2ed949957e20f6d2e63e6f3dd5ac98d5d6f219b3b3;6513;Property;637905;2005-06-27
19d62d0d9777faf9e00364bf6e56eacc898430f59f8f5ec0c897f32d168a2bfa;9131;Property;577427;2009-10-28
2e5910a1f8c2059b4cfff9b532e92f109f880290d74c96ee1492481daeed9f97;7447;Health;526565;2019-03-11
600edef60dca00add861ba900d7c5683eafcaed44127b91dce2140b0c7f07b07;6800;Automotive;338417;2020-03-23
cf6e489f1b85037ab14586a49369f2b51754387fee3a124eae9459a3a33f82d6;2086;Health;685479;2019-02-21
4624073fb38939775a0d324528ecb549cb9efed329e09fad8a782eb2382b28f3;4803;Property;673157;2013-11-24
5566d2909bad9d2c6653fc0d2f029eb27f25c540a62c3f3ed1c77bb2835d9eae;4673;Automotive;257484;2009-05-07
053bd5dbf367aa7258d5c06f91d33c6f505a9a09f333f8a606472ba8c85a5d02;6069;Life;172973;2019-05-03
bbae3e541206cd8cd533d84abbdd5dc006e23352acc6e300ef42cec6a975d950;243;Life;742724;2018-01-24
9a05de6a3487e8eb9031c955813b7efb42a497c77ec080b7f6e101c2c88c829b;3421;Property;518590;2017-12-22
f60da4412bfb5873bbd2dba1d365fe61ae8979a1f466c25f0f0371a1896b367b;2403;Health;471392;2016-05-08
faba0804bb38a35094396603cfeb0e1ca571f78fb8342947c17904bdc88aa8f8;7032;Property;226893;2003-08-17
eb0edb0c4b9687336fdc9e1f5b334287b8bacbade94493c0d9222dace5036fcd;1627;Property;642975;2010-02-07
62453063e93abed5a835d87c017dcde59bca4116b108459835f8bc1653d1db74;2654;Automotive;55671;2001-03-12
ee498f76109456a1bcb3c4cf8aa4f5463ef196414550180cc7f28bf58e59c5f1;7127;Automotive;145033;2009-04-28
effc4e1d509a41263d171393f94cb24f756c380b08c03f944d94c1fdde81428e;3160;Life;288076;2011-06-10
329893d28a99dfee88fe57e0c967716a6b1010d765c63334bbcbb2f4dbbc0b13;2296;Life;29458;2018-09-12
d77ce09b7056bab6de1674076f38945a501f3e35807cc5453882c805866f5b5b;6511;Automotive;290170;2023-11-02
1d35d09210ae8d7a85784b9cb6bbee7eefe31cf2805a2f8f5fb3851a3a685e72;5827;Property;569511;2000-05-03
6fbcc0747c97d39cf3019754ae4007f9b33e27137dfb0761f74708274d48a5e1;182;Property;122274;2005-01-14
f34425419b79b142528b8c4b9425e4bbed2ebd0cd1c9253beee36842a3f26dad;4665;Automotive;153707;2022-01-04
a57fb7674f3e606b3730de9ef69753fc4b86afd66c40d7f4e92bc09f860b49be;1136;Automotive;370402;2000-04-15
8940def512362e772f1e7ee5d2b4f8d48845980df09275cf42bcc077a200d06b;5832;Property;775642;2005-07-11
5ce330c2f02cd8128f58f8ce206d841865dcb703e468a93f9e05971eac9d93e3;4232;Health;876667;2001-04-01
05d9d949c6d2e91138be7cf4b84d6b6ba6b137e8fce37d939cbeb2f943938e85;2267;Life;989288;2022-04-15
aa7217a20ff13074af542a8aa917c8ec30d8180fe7e07ad0e5090d87848f7369;4041;Property;726692;2013-01-28
2a55252482d7144dd026ece10ceae9ef561ce84aa672cd1f560e5f280997b5b9;6612;Health;294882;2003-06-05
ef831309c739219f1c3a3d0f37d0036cd9bc58e93b772eecf292a5ff894f8d12;1087;Property;104106;2017-02-15
dc2e0ecf8bfc361890bbb99ea388e403c461721215737af0e92a4c6ee2469ff0;1922;Property;686199;2000-03-28
3eee903a851cf0de246f175a5b67f4be041560156fac518f02cc57d45f5d31f9;6670;Property;628833;2004-04-03
4ea7481086f9a450182009c197992701eed931c52618d4ccd73ad9f11eb6b66a;3591;Health;392899;2011-06-21
c98e9cdf3179bd15c3ee5dc300ce03765bfdcfb738db4f3de7002f956070fc96;5745;Health;918802;2018-01-25
ed1dfd591aca2df3a829311d8073c4d0128503802d1793248f0673ae7e1d13de;9128;Property;915197;2018-04-03
7c30578b1220113db2538a20c4e0d3540f709161b7177d58d7852c559f150e76;7695;Property;165830;2007-04-01
b644d5404cd1d4090a243312de571a3b514e5228765c69640533bd77d929d16c;4998;Automotive;259513;2009-03-28
0285855500ced6d32f59a18a682595f95712e5c1fd2bdfdb52fada8c66424a69;9918;Property;171838;2004-09-03
10f7cd72e79b3398d14e16a5e1e165ff03096f5265a9f7aea7df5e808b3f64a7;6846;Property;658955;2001-09-12
4e3ead98af2f6ac0218ed7d7d8e3cb8e006d921cdff4251e00fdde189de0e2e3;5734;Health;619582;2002-09-19
ffc608c1133abf44c72a6d4f6553cc9cd14db78d6439004268c83a17e6a7e578;3878;Health;48511;2000-10-24
201ed536a0c24c3c9aa5b3fda335ceeb15f291b43c3caadef03f105d6974dd36;2940;Life;18166;2005-07-18
1d79419d4436b5f886548917a0cb0e43eaaf134fc6514ff25cc1d9ce0b73d044;8315;Health;616915;2018-12-19
15febd203d7235ccc2b954be9d9f8eadc92c1e245d4d294b399b895d9f189da5;9545;Automotive;839559;2007-11-07
5b9a04b99ee451ace5e05a0aac3a76a41f0bc3b515939643d31c6a90683e41a8;9586;Life;261355;2000-07-01
51df383aafca90e42eec53b9c331b75a77f283264faab07b42b3f53ffd8cb53e;2820;Automotive;595996;2002-12-18
46162525ac702ee063ef74576f0654d548288d233430cf4daad9e16cf563affb;5843;Health;450762;2011-09-11
833da91b9dd78ae540e5e3b35f6f2b9552bcdc13aa064be363676a0f318f8035;5507;Automotive;647484;2007-03-06
3dfe45bd3ebeb9b9c7c632c77a4854913615c7d4c66420e912ce26f1f231dada;2212;Health;376249;2016-07-07
34c03a4e7281418d955a1dec57efa0aea79cfc2097476fcdab8475bc4e694e11;9663;Automotive;982582;2020-11-05
436bebe63b248e12e9cbef99ec83a611d56ad7a909a7df0b6d37783fac2da3d0;5944;Life;197923;2000-10-17
e076bc8b56463dc4ae9501d335832a4e04563a830dc13be588f085e3e5b30df7;1091;Health;865521;2019-07-13
0fd65609ee82a72b76d7aeb77e0d1d19500edf8ccc743268afaceba308739927;3318;Life;513759;2017-01-02
1a4dc6c22685a9d93329139e697f27d553d02c9eb341aa13ad6fb4c1d6695b75;4860;Property;611624;2012-11-22
18946f84bff7e1445a1cd997ab95dedba8a6f7d79fa4af5dec912f109f01c150;6743;Health;528648;2003-02-03
1adaf6ad82f102f39e63b7c311b4979d2889c623cbd0287242f8eacc6dbf8818;2666;Life;823845;2002-05-14
329e41047c5da76718c15d9606b66e0af4b7655a5810782ad715ee283ce10ce2;1821;Automotive;540576;2010-08-27
aedbf6a3edc29f2bb4f6dadf1e249c285ae9221866729f355b64df0730c2b0ae;7952;Automotive;534041;2018-06-26
b733be06db1ccbceb8ef74891d7fa66434c9aa5b06f35fd550fa36878e2dda82;5909;Health;253118;2012-12-25
23ac083c938571eff0f839b379b0ee99c1ab28f9b72274135dd1ed90977b4b5d;6182;Automotive;925433;2001-09-28
09dbe2b0a0fb6706783152e3f1447f0d7b3ec5d429a38225348fce82fc8226f0;7570;Life;960949;2009-02-10
88c0a2b5ae472d20e797f0f900e93c55cb65f2ed71c4fe528be3647c9e7699ab;953;Automotive;189861;2000-06-09
3852043318c1b7c30fa905dcadc04ab27db04bedbf012533da51e41eee4c0539;4317;Health;973001;2003-03-16
b2b0d99c6da309baef0e3700f07b04eac462bead671ff8f082e80d873e0f27cd;169;Life;697555;2003-08-04
4d7f92eeb4cf5679f430a7b97fa36637292eb077b05f18d80eb089ea18bd30c9;3372;Property;205303;2007-08-06
edea2c8bd8ed0cab1d9052f9cd94462d312fef27d772c306efd78dd75f60930f;3099;Property;571388;2007-01-09
fd063500323d2641be68349361e5484ab66696a20e602f0bfe83dff57bfe9874;7452;Life;658503;2003-11-10
a5f3c283c0601dd7bcf3857266ee45b08e22f22cc8ae34d7ce640d05b0dbb732;7964;Life;364200;2017-10-09
b3011684ad1883bf0ea77af5edcafe8ef8b1a5e06657c6eba9aa8d6c702af02b;7469;Property;70171;2000-09-25
51f621ac446abacfc0fbb6ffba1d61925f25d73a60effa0fd2b68d3491bc6b69;6025;Automotive;28880;2002-09-18
745d027acdc77044d04f1ca0a2d73d3b24b4290ef71cc72b0638f1c278551df1;6412;Property;959082;2014-12-27
